Date,Round,Venue,Result,GF,GA,Opponent,xG_x,xGA,Poss,Formation,Opp Formation,match_id,Goals,Shots,Shots on Target,SoT%,Goals per Shot,Goals per SoT,Shot Distance,Free Kicks,Penalty Goals,Penalty Attempts,Expected Goals,Non-Penalty xG,NP xG per Shot,G-xG,NP:G-xG,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,Player_xG,npxG,xAG,SCA,GCA,PassCmp,PassAttm,PassCmp%,PrgPass,Carries,PrgCarries,TakeonsAtt,TakeonsSucc,Goal_xG,Minute,Body Part,Assist,Goalkeeper,Notes,minute,result,X,Y,shot_xG,player,situation,season,shotType,player_assisted,lastAction,time,squad,opponent_shot
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.08,35,Head,Rodri,José Sá,None,53.0,Goal,0.8719999694824219,0.3770000076293945,0.1067220047116279,Erling Haaland,OpenPlay,2023.0,LeftFoot,Phil Foden,Chipped,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.08,35,Head,Rodri,José Sá,None,57.0,BlockedShot,0.8569999694824219,0.5790000152587891,0.1043671742081642,Erling Haaland,OpenPlay,2023.0,LeftFoot,Kevin De Bruyne,Pass,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.08,35,Head,Rodri,José Sá,None,59.0,SavedShot,0.904000015258789,0.435,0.4304244518280029,Erling Haaland,OpenPlay,2023.0,RightFoot,Josko Gvardiol,Pass,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.08,35,Head,Rodri,José Sá,None,76.0,SavedShot,0.904000015258789,0.53,0.0932508632540702,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Cross,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.79,12,Left Foot,None,José Sá,None,11.0,Goal,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.79,12,Left Foot,None,José Sá,None,16.0,SavedShot,0.926999969482422,0.5570000076293945,0.4206187129020691,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Aerial,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.79,12,Left Foot,None,José Sá,None,34.0,Goal,0.95,0.5990000152587891,0.0497245080769062,Erling Haaland,OpenPlay,2023.0,Head,Rodri,Chipped,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.79,12,Left Foot,None,José Sá,None,47.0,Goal,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.79,12,Left Foot,None,José Sá,None,53.0,Goal,0.8719999694824219,0.3770000076293945,0.1067220047116279,Erling Haaland,OpenPlay,2023.0,LeftFoot,Phil Foden,Chipped,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.79,12,Left Foot,None,José Sá,None,57.0,BlockedShot,0.8569999694824219,0.5790000152587891,0.1043671742081642,Erling Haaland,OpenPlay,2023.0,LeftFoot,Kevin De Bruyne,Pass,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.79,12,Left Foot,None,José Sá,None,59.0,SavedShot,0.904000015258789,0.435,0.4304244518280029,Erling Haaland,OpenPlay,2023.0,RightFoot,Josko Gvardiol,Pass,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-04,Matchweek 36,Home,W,5,1,Wolves,3.7,0.3,58,4-2-3-1,3-5-2,35,5,18,10,55.6,0.17,0.3,15.3,0,2,2,3.7,2.1,0.12,1.3,0.9,81,4,0,2,2,6,5,0,0,27,0,0,0,2.1,0.5,0.1,1,1,10,15,66.7,2,12,2,1,0,0.79,12,Left Foot,None,José Sá,None,76.0,SavedShot,0.904000015258789,0.53,0.0932508632540702,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Cross,16:30:00,Manchester City,Wolverhampton Wanderers
2024-05-11,Matchweek 37,Away,W,4,0,Fulham,3.2,0.1,64,4-2-3-1,4-2-3-1,36,4,15,8,53.3,0.2,0.38,17.6,0,1,1,3.2,2.4,0.16,0.8,0.6,81,0,0,0,0,3,0,0,0,17,1,0,1,0.6,0.6,0.0,2,0,8,10,80.0,2,8,2,0,0,0.0,0,None,None,None,None,14.0,MissedShots,0.875999984741211,0.49,0.1023066043853759,Erling Haaland,OpenPlay,2023.0,RightFoot,Bernardo Silva,HeadPass,11:30:00,Manchester City,Fulham
2024-05-11,Matchweek 37,Away,W,4,0,Fulham,3.2,0.1,64,4-2-3-1,4-2-3-1,36,4,15,8,53.3,0.2,0.38,17.6,0,1,1,3.2,2.4,0.16,0.8,0.6,81,0,0,0,0,3,0,0,0,17,1,0,1,0.6,0.6,0.0,2,0,8,10,80.0,2,8,2,0,0,0.0,0,None,None,None,None,60.0,MissedShots,0.8730000305175781,0.37,0.2620955407619476,Erling Haaland,OpenPlay,2023.0,LeftFoot,Kevin De Bruyne,Pass,11:30:00,Manchester City,Fulham
2024-05-11,Matchweek 37,Away,W,4,0,Fulham,3.2,0.1,64,4-2-3-1,4-2-3-1,36,4,15,8,53.3,0.2,0.38,17.6,0,1,1,3.2,2.4,0.16,0.8,0.6,81,0,0,0,0,3,0,0,0,17,1,0,1,0.6,0.6,0.0,2,0,8,10,80.0,2,8,2,0,0,0.0,0,None,None,None,None,67.0,BlockedShot,0.8469999694824218,0.3629999923706055,0.1305818259716034,Erling Haaland,OpenPlay,2023.0,LeftFoot,Kevin De Bruyne,TakeOn,11:30:00,Manchester City,Fulham
2024-05-14,Matchweek 34,Away,W,2,0,Tottenham,2.4,1.7,47,4-2-3-1,4-3-1-2,37,2,7,4,57.1,0.14,0.25,14.5,0,1,1,2.4,1.6,0.23,-0.4,-0.6,89,2,0,1,1,1,1,0,0,23,0,0,1,1.7,0.9,0.0,0,0,12,14,85.7,3,6,0,0,0,0.79,90+1,Left Foot,None,Guglielmo Vicario,None,50.0,Goal,0.978000030517578,0.5220000076293946,0.9445824027061462,Erling Haaland,OpenPlay,2023.0,LeftFoot,Kevin De Bruyne,Pass,19:00:00,Manchester City,Tottenham
2024-05-14,Matchweek 34,Away,W,2,0,Tottenham,2.4,1.7,47,4-2-3-1,4-3-1-2,37,2,7,4,57.1,0.14,0.25,14.5,0,1,1,2.4,1.6,0.23,-0.4,-0.6,89,2,0,1,1,1,1,0,0,23,0,0,1,1.7,0.9,0.0,0,0,12,14,85.7,3,6,0,0,0,0.79,90+1,Left Foot,None,Guglielmo Vicario,None,90.0,Goal,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,19:00:00,Manchester City,Tottenham
2024-05-14,Matchweek 34,Away,W,2,0,Tottenham,2.4,1.7,47,4-2-3-1,4-3-1-2,37,2,7,4,57.1,0.14,0.25,14.5,0,1,1,2.4,1.6,0.23,-0.4,-0.6,89,2,0,1,1,1,1,0,0,23,0,0,1,1.7,0.9,0.0,0,0,12,14,85.7,3,6,0,0,0,0.93,51,Left Foot,Kevin De Bruyne,Guglielmo Vicario,None,50.0,Goal,0.978000030517578,0.5220000076293946,0.9445824027061462,Erling Haaland,OpenPlay,2023.0,LeftFoot,Kevin De Bruyne,Pass,19:00:00,Manchester City,Tottenham
2024-05-14,Matchweek 34,Away,W,2,0,Tottenham,2.4,1.7,47,4-2-3-1,4-3-1-2,37,2,7,4,57.1,0.14,0.25,14.5,0,1,1,2.4,1.6,0.23,-0.4,-0.6,89,2,0,1,1,1,1,0,0,23,0,0,1,1.7,0.9,0.0,0,0,12,14,85.7,3,6,0,0,0,0.93,51,Left Foot,Kevin De Bruyne,Guglielmo Vicario,None,90.0,Goal,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,19:00:00,Manchester City,Tottenham
2024-05-19,Matchweek 38,Home,W,3,1,West Ham,1.9,0.4,71,4-1-4-1,3-4-3,38,3,28,12,42.9,0.11,0.25,17.9,2,0,0,1.9,1.9,0.07,1.1,1.1,90,0,0,0,0,4,0,0,0,25,0,0,0,0.7,0.7,0.0,3,1,13,17,76.5,1,11,0,1,0,0.0,0,None,None,None,None,45.0,MissedShots,0.931999969482422,0.5070000076293946,0.1413769572973251,Erling Haaland,OpenPlay,2023.0,LeftFoot,,,15:00:00,Manchester City,West Ham
2024-05-19,Matchweek 38,Home,W,3,1,West Ham,1.9,0.4,71,4-1-4-1,3-4-3,38,3,28,12,42.9,0.11,0.25,17.9,2,0,0,1.9,1.9,0.07,1.1,1.1,90,0,0,0,0,4,0,0,0,25,0,0,0,0.7,0.7,0.0,3,1,13,17,76.5,1,11,0,1,0,0.0,0,None,None,None,None,65.0,BlockedShot,0.9009999847412108,0.5379999923706055,0.1430761963129043,Erling Haaland,OpenPlay,2023.0,LeftFoot,Phil Foden,Pass,15:00:00,Manchester City,West Ham
2024-05-19,Matchweek 38,Home,W,3,1,West Ham,1.9,0.4,71,4-1-4-1,3-4-3,38,3,28,12,42.9,0.11,0.25,17.9,2,0,0,1.9,1.9,0.07,1.1,1.1,90,0,0,0,0,4,0,0,0,25,0,0,0,0.7,0.7,0.0,3,1,13,17,76.5,1,11,0,1,0,0.0,0,None,None,None,None,68.0,BlockedShot,0.875,0.474000015258789,0.0705470144748687,Erling Haaland,FromCorner,2023.0,LeftFoot,Manuel Akanji,Pass,15:00:00,Manchester City,West Ham
2024-05-19,Matchweek 38,Home,W,3,1,West Ham,1.9,0.4,71,4-1-4-1,3-4-3,38,3,28,12,42.9,0.11,0.25,17.9,2,0,0,1.9,1.9,0.07,1.1,1.1,90,0,0,0,0,4,0,0,0,25,0,0,0,0.7,0.7,0.0,3,1,13,17,76.5,1,11,0,1,0,0.0,0,None,None,None,None,83.0,MissedShots,0.965999984741211,0.5479999923706055,0.5927795171737671,Erling Haaland,SetPiece,2023.0,OtherBodyPart,Kevin De Bruyne,Cross,15:00:00,Manchester City,West Ham
